PUID,SOLUTION
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,0
5702,1
5703,1
5704,1
5705,1
5706,1
5707,1
5708,1
5709,0
5710,0
5711,0
5712,1
5713,0
5714,1
5715,1
5716,1
5717,0
5718,1
5719,1
5720,1
5721,0
5722,0
5723,0
5724,1
5725,1
5726,1
5727,1
5728,1
5729,1
5730,1
5731,1
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,1
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,1
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,1
5794,1
5795,1
5796,1
5797,0
5798,0
5799,1
5800,1
5801,0
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,0
5817,0
5818,0
5819,0
5820,1
5821,1
5822,0
5823,0
5824,1
5825,1
5826,1
5827,1
5828,1
5829,1
5830,1
5831,0
5832,0
5833,1
5834,1
5835,1
5836,0
5837,0
5838,1
5839,1
5840,1
5841,0
5842,0
5843,0
5844,0
5845,0
5846,0
5847,0
5848,1
5849,1
5850,1
5851,1
5852,1
5853,0
5854,1
5855,0
5856,1
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0
5863,0
5864,1
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,0
5874,0
5875,0
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0
5885,0
5886,0
5887,0
5888,0
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,1
5908,0
5909,0
5910,0
5911,1
5912,0
5913,0
5914,0
5915,1
5916,1
5917,0
5918,0
5919,0
5920,0
5921,1
5922,0
5923,0
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,0
5934,0
5935,0
5936,0
5937,0
5938,1
5939,0
5940,0
5941,0
5942,0
5943,0
5944,0
5945,1
5946,1
5947,1
5948,1
5949,1
5950,1
5951,1
5952,1
5953,1
5954,1
5955,1
5956,1
5957,0
5958,0
5959,0
5960,0
5961,1
5962,1
5963,0
5964,0
5965,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,1
5972,1
5973,0
5974,1
5975,1
5976,1
5977,1
5978,0
5979,0
5980,0
5981,0
5982,0
5983,1
5984,0
5985,0
5986,0
5987,0
5988,1
5989,0
5990,0
5991,0
5992,1
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,0
6006,0
6007,0
6008,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,0
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,1
6035,1
6036,0
6037,1
6038,1
6039,0
6040,0
6041,0
6042,1
6043,1
6044,1
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,1
6056,0
6057,0
6058,0
6059,0
6060,0
6061,0
6062,0
6063,1
6064,0
6065,1
6066,1
6067,1
6068,0
6069,1
6070,1
6071,1
6072,0
6073,0
6074,0
6075,0
6076,0
6077,0
6078,1
6079,0
6080,0
6081,0
6082,1
6083,1
6084,1
6085,1
6086,0
6087,0
6088,0
6089,0
6090,0
6091,0
6092,0
6093,0
6094,1
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,1
6102,1
6103,1
6104,0
6105,0
6106,0
6107,0
6108,0
6109,0
6110,0
6111,0
6112,0
6113,0
6114,1
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,0
6130,0
6131,0
6132,0
6133,0
6134,0
6135,0
6136,0
6137,0
6138,0
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,1
6152,0
6153,0
6154,0
6155,1
6156,1
6157,1
6158,1
6159,1
6160,1
6161,1
6162,0
6163,0
6164,0
6165,1
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,0
6177,0
6178,0
6179,0
6180,0
6181,0
6182,0
6183,0
6184,0
6185,0
6186,1
6187,0
6188,0
6189,1
6190,0
6191,0
6192,1
6193,0
6194,1
6195,0
6196,1
6197,0
6198,0
6199,0
6200,0
6201,0
6202,1
6203,0
6204,0
6205,0
6206,1
6207,0
6208,0
6209,0
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,1
6217,0
6218,0
6219,0
6220,1
6221,1
6222,1
6223,1
6224,1
6225,0
6226,0
6227,0
6228,1
6229,0
6230,1
6231,0
6232,0
6233,0
6234,0
6235,1
6236,0
6237,1
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0
6247,0
6248,0
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,0
6256,0
6257,0
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,0
6278,0
6279,0
6280,1
6281,1
6282,1
6283,1
6284,1
6285,1
6286,0
6287,0
6288,0
6289,0
6290,1
6291,1
6292,0
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,1
6315,1
6316,1
6317,0
6318,0
6319,0
6320,0
6321,0
6322,0
6323,1
6324,0
6325,0
6326,1
6327,0
6328,0
6329,0
6330,1
6331,1
6332,1
6333,1
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,1
6342,0
6343,1
6344,1
6345,1
6346,0
6347,1
6348,1
6349,0
6350,0
6351,1
6352,0
6353,1
6354,0
6355,1
6356,0
6357,0
6358,0
6359,0
6360,1
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,0
6369,0
6370,0
6371,0
6372,0
6373,0
6374,0
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,0
6394,0
6395,0
6396,0
6397,0
6398,0
6399,0
6400,0
6401,1
6402,0
6403,0
6404,1
6405,1
6406,1
6407,1
6408,0
6409,1
6410,1
6411,1
6412,0
6413,0
6414,1
6415,1
6416,1
6417,0
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,0
6425,0
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,1
6436,0
6437,1
6438,1
6439,1
6440,1
6441,0
6442,1
6443,0
6444,1
6445,1
6446,0
6447,0
6448,1
6449,0
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,1
6457,1
6458,1
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,0
6466,0
6467,0
6468,0
6469,1
6470,1
6471,1
6472,0
6473,1
6474,0
6475,0
6476,0
6477,0
6478,1
6479,0
6480,1
6481,0
6482,0
6483,0
6484,0
6485,1
6486,0
6487,1
6488,1
6489,0
6490,0
6491,0
6492,0
6493,0
6494,0
6495,0
6496,0
6497,0
6498,0
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,0
6511,0
6512,0
6513,0
6514,0
6515,0
6516,0
6517,0
6518,0
6519,0
6520,0
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,1
6530,1
6531,1
6532,0
6533,1
6534,1
6535,1
6536,1
6537,1
6538,0
6539,0
6540,0
6541,0
6542,1
6543,0
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,0
6559,0
6560,0
6561,0
6562,1
6563,1
6564,1
6565,0
6566,1
6567,1
6568,1
6569,0
6570,0
6571,0
6572,0
6573,1
6574,1
6575,1
6576,0
6577,1
6578,1
6579,0
6580,0
6581,0
6582,1
6583,1
6584,1
6585,1
6586,0
6587,0
6588,0
6589,0
6590,0
6591,0
6592,0
6593,0
6594,0
6595,0
6596,1
6597,0
6598,0
6599,0
6600,1
6601,1
6602,1
6603,0
6604,0
6605,0
6606,1
6607,0
6608,0
6609,0
6610,0
6611,0
6612,1
6613,1
6614,1
6615,1
6616,0
6617,0
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6632,0
6633,0
6634,0
6635,0
6636,0
6637,0
6638,0
6639,0
6640,0
6641,0
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,1
6654,0
6655,0
6656,0
6657,1
6658,0
6659,0
6660,0
6661,1
6662,0
6663,1
6664,1
6665,1
6666,0
6667,0
6668,1
6669,1
6670,1
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,0
6684,0
6685,0
6686,0
6687,0
6688,1
6689,1
6690,0
6691,1
6692,1
6693,1
6694,1
6695,0
6696,1
6697,0
6698,0
6699,1
6700,0
6701,1
6702,0
6703,0
6704,0
6705,0
6706,0
6707,1
6708,0
6709,0
6710,1
6711,1
6712,0
6713,1
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,1
6722,1
6723,1
6724,0
6725,0
6726,1
6727,1
6728,0
6729,0
6730,0
6731,0
6732,0
6733,1
6734,1
6735,1
6736,0
6737,0
6738,0
6739,0
6740,1
6741,1
6742,1
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,0
6753,0
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,0
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,0
6775,0
6776,0
6777,0
6778,0
6779,0
6780,0
6781,0
6782,0
6783,0
6784,0
6785,0
6786,1
6787,0
6788,0
6789,0
6790,0
6791,0
6792,0
6793,1
6794,1
6795,0
6796,0
6797,0
6798,0
6799,1
6800,0
6801,0
6802,0
6803,0
6804,0
6805,0
6806,0
6807,0
6808,0
6809,0
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,1
6819,1
6820,0
6821,1
6822,0
6823,0
6824,0
6825,1
6826,0
6827,0
6828,0
6829,0
6830,1
6831,1
6832,1
6833,1
6834,0
6835,1
6836,0
6837,0
6838,0
6839,1
6840,1
6841,1
6842,0
6843,1
6844,0
6845,0
6846,0
6847,0
6848,0
6849,0
6850,1
6851,1
6852,1
6853,1
6854,1
6855,1
6856,0
6857,0
6858,0
6859,0
6860,0
6861,1
6862,0
6863,1
6864,0
6865,0
6866,0
6867,1
6868,1
6869,0
6870,1
6871,0
6872,0
6873,0
6874,0
6875,0
6876,0
6877,0
6878,0
6879,0
6880,0
6881,0
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,0
6895,0
6896,0
6897,0
6898,0
6899,0
6900,0
6901,0
6902,0
6903,0
6904,0
6905,0
6906,0
6907,0
6908,0
6909,0
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,0
6917,1
6918,0
6919,0
6920,1
6921,1
6922,0
6923,1
6924,1
6925,1
6926,0
6927,0
6928,0
6929,0
6930,1
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,0
6942,0
6943,0
6944,0
6945,0
6946,0
6947,0
6948,0
6949,1
6950,0
6951,1
6952,1
6953,0
6954,0
6955,0
6956,1
6957,0
6958,0
6959,1
6960,0
6961,0
6962,1
6963,0
6964,0
6965,1
6966,0
6967,1
6968,0
6969,1
6970,1
6971,1
6972,1
6973,1
6974,1
6975,1
6976,1
6977,0
6978,0
6979,0
6980,1
6981,0
6982,0
6983,0
6984,0
6985,0
6986,1
6987,0
6988,1
6989,1
6990,0
6991,0
6992,1
6993,1
6994,1
6995,0
6996,1
6997,0
6998,0
6999,0
7000,0
7001,1
7002,0
7003,0
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,0
7017,0
7018,0
7019,0
7020,0
7021,0
7022,0
7023,0
7024,0
7025,0
7026,0
7027,0
7028,0
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,0
7036,0
7037,0
7038,0
7039,0
7040,0
7041,0
7042,0
7043,0
7044,0
7045,0
7046,1
7047,0
7048,0
7049,0
7050,0
7051,0
7052,1
7053,1
7054,0
7055,0
7056,1
7057,1
7058,0
7059,0
7060,0
7061,1
7062,0
7063,0
7064,0
7065,0
7066,0
7067,0
7068,0
7069,0
7070,0
7071,0
7072,0
7073,0
7074,0
7075,0
7076,0
7077,0
7078,0
7079,0
7080,0
7081,1
7082,1
7083,1
7084,0
7085,1
7086,0
7087,0
7088,0
7089,0
7090,1
7091,0
7092,1
7093,0
7094,0
7095,0
7096,0
7097,1
7098,1
7099,0
7100,1
7101,1
7102,0
7103,1
7104,1
7105,0
7106,1
7107,1
7108,1
7109,0
7110,0
7111,0
7112,1
7113,0
7114,0
7115,1
7116,1
7117,0
7118,0
7119,0
7120,1
7121,0
7122,0
7123,0
7124,0
7125,1
7126,0
7127,1
7128,0
7129,0
7130,0
7131,0
7132,0
7133,0
7134,0
7135,0
7136,0
7137,0
7138,0
7139,0
7140,0
7141,0
7142,0
7143,0
7144,0
7145,0
7146,0
7147,0
7148,0
7149,0
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,0
7160,0
7161,0
7162,0
7163,0
7164,0
7165,0
7166,0
7167,0
7168,0
7169,0
7170,0
7171,0
7172,0
7173,0
7174,0
7175,0
7176,0
7177,0
7178,0
7179,0
7180,0
7181,0
7182,0
7183,0
7184,0
7185,0
7186,1
7187,1
7188,0
7189,1
7190,1
7191,0
7192,0
7193,0
7194,1
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,0
7208,1
7209,0
7210,0
7211,0
7212,0
7213,0
7214,0
7215,1
7216,0
7217,1
7218,0
7219,0
7220,0
7221,0
7222,1
7223,0
7224,1
7225,0
7226,1
7227,1
7228,0
7229,1
7230,0
7231,1
7232,0
7233,0
7234,1
7235,1
7236,1
7237,1
7238,1
7239,0
7240,1
7241,1
7242,0
7243,0
7244,0
7245,0
7246,1
7247,0
7248,0
7249,1
7250,0
7251,1
7252,1
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,1
7260,1
7261,1
7262,0
7263,0
7264,0
7265,0
7266,1
7267,0
7268,0
7269,0
7270,0
7271,0
7272,0
7273,0
7274,0
7275,0
7276,0
7277,0
7278,0
7279,0
7280,0
7281,0
7282,0
7283,0
7284,0
7285,0
7286,0
7287,0
7288,0
7289,0
7290,0
7291,0
7292,0
7293,0
7294,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,0
7305,0
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,0
7313,0
7314,1
7315,0
7316,0
7317,0
7318,0
7319,0
7320,1
7321,1
7322,1
7323,0
7324,1
7325,1
7326,0
7327,0
7328,0
7329,1
7330,0
7331,0
7332,0
7333,0
7334,0
7335,0
7336,0
7337,1
7338,0
7339,0
7340,0
7341,0
7342,0
7343,0
7344,0
7345,0
7346,0
7347,0
7348,1
7349,1
7350,0
7351,1
7352,0
7353,0
7354,0
7355,0
7356,0
7357,0
7358,0
7359,1
7360,0
7361,0
7362,0
7363,0
7364,1
7365,1
7366,1
7367,0
7368,1
7369,0
7370,0
7371,1
7372,1
7373,1
7374,0
7375,1
7376,1
7377,0
7378,0
7379,1
7380,0
7381,0
7382,1
7383,0
7384,1
7385,1
7386,0
7387,0
7388,1
7389,1
7390,0
7391,0
7392,0
7393,1
7394,0
7395,1
7396,0
7397,0
7398,0
7399,0
7400,0
7401,0
7402,0
7403,0
7404,0
7405,0
7406,0
7407,0
7408,0
7409,0
7410,0
7411,0
7412,0
7413,0
7414,0
7415,0
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,0
7424,0
7425,0
7426,0
7427,0
7428,0
7429,0
7430,0
7431,0
7432,0
7433,0
7434,0
7435,0
7436,0
7437,0
7438,0
7439,0
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7449,0
7450,0
7451,0
7452,0
7453,0
7454,0
7455,0
7456,1
7457,1
7458,1
7459,1
7460,1
7461,1
7462,0
7463,0
7464,0
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,0
7472,0
7473,0
7474,0
7475,0
7476,0
7477,0
7478,0
7479,0
7480,0
7481,0
7482,0
7483,0
7484,0
7485,0
7486,1
7487,1
7488,0
7489,0
7490,0
7491,1
7492,0
7493,1
7494,0
7495,0
7496,1
7497,0
7498,0
7499,1
7500,0
7501,1
7502,1
7503,1
7504,0
7505,0
7506,0
7507,1
7508,1
7509,1
7510,0
7511,1
7512,1
7513,1
7514,1
7515,0
7516,0
7517,0
7518,0
7519,1
7520,1
7521,1
7522,1
7523,1
7524,1
7525,0
7526,0
7527,0
7528,0
7529,0
7530,1
7531,1
7532,0
7533,0
7534,0
7535,1
7536,1
7537,0
7538,0
7539,0
7540,0
7541,0
7542,0
7543,0
7544,0
7545,0
7546,0
7547,0
7548,0
7549,0
7550,0
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,0
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,0
7568,0
7569,0
7570,0
7571,0
7572,0
7573,0
7574,0
7575,0
7576,0
7577,0
7578,0
7579,0
7580,0
7581,0
7582,0
7583,0
7584,0
7585,0
7586,0
7587,0
7588,0
7589,0
7590,0
7591,0
7592,1
7593,1
7594,1
7595,1
7596,1
7597,1
7598,1
7599,0
7600,0
7601,0
7602,0
7603,0
7604,0
7605,0
7606,0
7607,0
7608,0
7609,0
7610,0
7611,0
7612,0
7613,0
7614,0
7615,0
7616,0
7617,0
7618,0
7619,0
7620,0
7621,1
7622,1
7623,0
7624,1
7625,0
7626,1
7627,0
7628,1
7629,0
7630,0
7631,0
7632,1
7633,0
7634,0
7635,1
7636,1
7637,1
7638,0
7639,1
7640,0
7641,0
7642,0
7643,0
7644,1
7645,1
7646,0
7647,1
7648,1
7649,1
7650,1
7651,0
7652,1
7653,1
7654,1
7655,1
7656,0
7657,1
7658,1
7659,0
7660,0
7661,0
7662,1
7663,0
7664,0
7665,0
7666,0
7667,1
7668,0
7669,0
7670,0
7671,0
7672,1
7673,1
7674,0
7675,0
7676,0
7677,0
7678,0
7679,0
7680,0
7681,0
7682,0
7683,0
7684,0
7685,0
7686,0
7687,0
7688,0
7689,0
7690,0
7691,0
7692,0
7693,0
7694,0
7695,0
7696,0
7697,0
7698,0
7699,0
7700,0
7701,0
7702,0
7703,0
7704,0
7705,0
7706,0
7707,0
7708,0
7709,0
7710,0
7711,0
7712,0
7713,0
7714,0
7715,0
7716,0
7717,0
7718,0
7719,0
7720,0
7721,0
7722,0
7723,0
7724,0
7725,0
7726,0
7727,0
7728,1
7729,1
7730,0
7731,0
7732,0
7733,1
7734,1
7735,0
7736,0
7737,0
7738,0
7739,0
7740,0
7741,0
7742,0
7743,0
7744,0
7745,1
7746,0
7747,1
7748,0
7749,0
7750,0
7751,1
7752,1
7753,1
7754,0
7755,1
7756,0
7757,0
7758,0
7759,1
7760,0
7761,0
7762,0
7763,0
7764,1
7765,0
7766,0
7767,0
7768,0
7769,0
7770,0
7771,1
7772,0
7773,1
7774,1
7775,1
7776,1
7777,1
7778,0
7779,0
7780,0
7781,0
7782,0
7783,1
7784,1
7785,0
7786,1
7787,0
7788,0
7789,0
7790,1
7791,1
7792,0
7793,1
7794,1
7795,1
7796,0
7797,0
7798,0
7799,0
7800,0
7801,0
7802,0
7803,1
7804,0
7805,0
7806,0
7807,0
7808,1
7809,1
7810,0
7811,0
7812,0
7813,0
7814,0
7815,0
7816,0
7817,1
7818,1
7819,0
7820,0
7821,1
7822,0
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0
7832,0
7833,0
7834,0
7835,0
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,0
7844,0
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,0
7864,0
7865,0
7866,1
7867,1
7868,0
7869,1
7870,1
7871,0
7872,1
7873,0
7874,0
7875,0
7876,0
7877,0
7878,0
7879,0
7880,0
7881,0
7882,0
7883,0
7884,1
7885,1
7886,1
7887,0
7888,0
7889,0
7890,1
7891,1
7892,1
7893,0
7894,0
7895,0
7896,0
7897,1
7898,1
7899,1
7900,1
7901,0
7902,1
7903,1
7904,0
7905,0
7906,1
7907,1
7908,0
7909,0
7910,1
7911,0
7912,1
7913,0
7914,1
7915,0
7916,0
7917,0
7918,0
7919,1
7920,0
7921,1
7922,1
7923,1
7924,1
7925,0
7926,0
7927,0
7928,1
7929,1
7930,1
7931,1
7932,1
7933,0
7934,0
7935,0
7936,0
7937,0
7938,0
7939,0
7940,0
7941,0
7942,1
7943,0
7944,0
7945,1
7946,1
7947,1
7948,1
7949,0
7950,0
7951,0
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,0
7963,0
7964,0
7965,0
7966,0
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,0
7977,0
7978,0
7979,0
7980,0
7981,0
7982,0
7983,0
7984,0
7985,0
7986,0
7987,0
7988,0
7989,0
7990,0
7991,0
7992,0
7993,0
7994,1
7995,0
7996,0
7997,0
7998,0
7999,0
8000,0
8001,0
8002,0
8003,0
8004,1
8005,1
8006,1
8007,0
8008,0
8009,1
8010,0
8011,1
8012,1
8013,0
8014,0
8015,0
8016,0
8017,0
8018,0
8019,0
8020,0
8021,1
8022,0
8023,1
8024,0
8025,0
8026,0
8027,0
8028,1
8029,1
8030,1
8031,0
8032,0
8033,0
8034,0
8035,0
8036,1
8037,1
8038,0
8039,0
8040,0
8041,0
8042,1
8043,0
8044,0
8045,0
8046,0
8047,0
8048,0
8049,1
8050,0
8051,1
8052,1
8053,1
8054,0
8055,0
8056,0
8057,0
8058,1
8059,0
8060,1
8061,0
8062,1
8063,1
8064,0
8065,0
8066,1
8067,1
8068,1
8069,0
8070,0
8071,1
8072,0
8073,0
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,1
8081,1
8082,1
8083,0
8084,1
8085,1
8086,1
8087,0
8088,0
8089,0
8090,0
8091,0
8092,0
8093,0
8094,0
8095,1
8096,0
8097,0
8098,0
8099,0
8100,0
8101,0
8102,0
8103,0
8104,0
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,0
8124,0
8125,0
8126,0
8127,0
8128,0
8129,0
8130,0
8131,0
8132,0
8133,0
8134,1
8135,0
8136,0
8137,1
8138,0
8139,0
8140,0
8141,0
8142,0
8143,1
8144,0
8145,1
8146,0
8147,1
8148,1
8149,0
8150,1
8151,1
8152,1
8153,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,1
8161,0
8162,0
8163,0
8164,0
8165,0
8166,1
8167,1
8168,1
8169,1
8170,0
8171,0
8172,1
8173,0
8174,1
8175,1
8176,0
8177,1
8178,1
8179,0
8180,1
8181,1
8182,0
8183,1
8184,0
8185,1
8186,1
8187,0
8188,1
8189,1
8190,0
8191,1
8192,1
8193,0
8194,0
8195,0
8196,0
8197,0
8198,0
8199,0
8200,1
8201,1
8202,1
8203,0
8204,0
8205,1
8206,1
8207,1
8208,0
8209,1
8210,1
8211,0
8212,0
8213,0
8214,0
8215,0
8216,0
8217,0
8218,0
8219,1
8220,1
8221,0
8222,1
8223,1
8224,1
8225,1
8226,1
8227,0
8228,0
8229,0
8230,0
8231,0
8232,0
8233,0
8234,0
8235,0
8236,0
8237,0
8238,0
8239,0
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8249,0
8250,0
8251,0
8252,0
8253,0
8254,0
8255,0
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,0
8272,0
8273,0
8274,1
8275,0
8276,1
8277,1
8278,0
8279,0
8280,1
8281,0
8282,0
8283,1
8284,0
8285,1
8286,1
8287,1
8288,0
8289,0
8290,1
8291,0
8292,1
8293,1
8294,0
8295,0
8296,0
8297,0
8298,0
8299,1
8300,1
8301,0
8302,0
8303,0
8304,0
8305,0
8306,0
8307,0
8308,1
8309,0
8310,1
8311,0
8312,0
8313,0
8314,0
8315,0
8316,1
8317,0
8318,0
8319,0
8320,0
8321,0
8322,0
8323,1
8324,1
8325,1
8326,0
8327,0
8328,1
8329,0
8330,0
8331,1
8332,0
8333,0
8334,0
8335,0
8336,0
8337,0
8338,0
8339,0
8340,1
8341,0
8342,1
8343,0
8344,0
8345,1
8346,1
8347,1
8348,1
8349,1
8350,1
8351,0
8352,0
8353,0
8354,0
8355,0
8356,0
8357,0
8358,1
8359,0
8360,1
8361,1
8362,1
8363,1
8364,1
8365,1
8366,0
8367,0
8368,0
8369,0
8370,0
8371,0
8372,0
8373,0
8374,0
8375,0
8376,0
8377,1
8378,0
8379,0
8380,0
8381,0
8382,0
8383,0
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,0
8391,0
8392,0
8393,0
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,0
8404,0
8405,0
8406,0
8407,0
8408,0
8409,0
8410,0
8411,0
8412,0
8413,0
8414,0
8415,1
8416,1
8417,0
8418,0
8419,0
8420,0
8421,0
8422,0
8423,1
8424,0
8425,1
8426,1
8427,1
8428,1
8429,0
8430,0
8431,1
8432,0
8433,0
8434,0
8435,1
8436,0
8437,0
8438,0
8439,1
8440,1
8441,1
8442,0
8443,0
8444,0
8445,0
8446,1
8447,1
8448,1
8449,0
8450,0
8451,0
8452,0
8453,0
8454,1
8455,1
8456,1
8457,1
8458,1
8459,0
8460,0
8461,0
