"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,7546.543124,4994.371076,6957,4253550.682000,108283924.481035,16185076.178996,4253550.682000,87845297.620024,0.149469,0.041639,18.500000,0,0.999992
2,7589.837506,5068.475286,6892,4200907.722000,108283924.481035,16040308.056996,4200907.722000,88042708.702024,0.148132,0.817587,2439.950000,0,0.999955
3,7504.128471,4949.998460,6956,4250041.132000,108283924.481035,16184198.808996,4250041.132000,87849684.540024,0.149461,4.105332,2532.900000,0,0.999480
4,7533.076112,4950.372460,6916,4304438.898000,108283924.481035,16051714.011996,4304438.898000,87927771.571024,0.148237,0.040314,18.000000,0,0.999992
5,7573.401748,4998.066799,6967,4292155.516000,108283924.481035,16192095.242996,4292155.516000,87799673.722024,0.149534,0.041639,18.500000,0,0.999992
6,7547.545540,4935.229637,7167,4353572.320000,108283924.481035,16687816.389995,4353572.320000,87242535.771023,0.154112,0.172511,127.100000,0,0.999932
7,7550.594677,4968.672063,6916,4302684.140000,108283924.481035,16052591.396996,4302684.140000,87928648.944024,0.148245,0.312130,950.800000,0,0.999973
8,7438.411036,4889.217404,6963,4244776.888000,108283924.481035,16205255.973996,4244776.888000,87833891.619024,0.149655,2.327500,455.100000,0,0.998491
9,7649.682653,5049.642038,7163,4332515.144000,108283924.481035,16687816.389995,4332515.144000,87263592.947024,0.154112,0.531529,276.700000,0,0.999945
10,7506.248902,4960.141116,6872,4237757.764000,108283924.481035,15969240.093996,4237757.764000,88076926.623024,0.147476,3.453128,1870.200000,0,0.999480
11,7642.946226,5073.928427,6852,4281626.934000,108283924.481035,15894662.544996,4281626.934000,88107635.002024,0.146787,0.041639,18.500000,0,0.999992
12,7489.424658,4879.345383,6760,4350062.728000,108283924.481035,15618287.042996,4350062.728000,88315574.710024,0.144235,0.041639,18.500000,0,0.999992
13,7504.500638,4913.576278,6899,4316722.258000,108283924.481035,16000825.812996,4316722.258000,87966376.410024,0.147767,0.891005,2933.300000,0,0.999916
14,7508.650417,4988.065448,6807,4200907.758000,108283924.481035,15816575.484996,4200907.758000,88266441.238024,0.146066,0.040314,18.000000,0,0.999992
15,7473.582363,4965.806332,6753,4178095.798000,108283924.481035,15685845.488996,4178095.798000,88419983.194024,0.144858,0.918553,1231.300000,0,0.999813
16,7482.486119,4922.944060,6885,4265834.034000,108283924.481035,15989419.870996,4265834.034000,88028670.576024,0.147662,0.041639,18.500000,0,0.999992
17,7541.771118,4974.859018,7034,4278117.434000,108283924.481035,16375468.189995,4278117.434000,87630338.857024,0.151227,0.041639,18.500000,0,0.999992
18,7564.210273,4964.660910,7070,4332515.082000,108283924.481035,16443026.675995,4332515.082000,87508382.723024,0.151851,0.040314,18.000000,0,0.999992
19,7492.907555,4925.754161,7158,4276362.578000,108283924.481035,16702731.923995,4276362.578000,87304829.979024,0.154249,1.335848,1053.000000,0,0.999834
20,7590.884568,5015.550932,6857,4292155.536000,108283924.481035,15902558.989996,4292155.536000,88089209.955024,0.146860,0.040314,18.000000,0,0.999992
21,7473.886534,4954.353128,6754,4199152.946000,108283924.481035,15677949.059996,4199152.946000,88406822.475024,0.144786,0.041639,18.500000,0,0.999992
22,7486.773929,4953.554696,6769,4221964.864000,108283924.481035,15706025.310996,4221964.864000,88355934.306024,0.145045,0.040314,18.000000,0,0.999992
23,7422.243383,4884.811350,6851,4228983.990000,108283924.481035,15918351.865996,4228983.990000,88136588.625024,0.147006,0.041639,18.500000,0,0.999992
24,7743.032761,5073.864088,7015,4448329.630000,108283924.481035,16240351.263996,4448329.630000,87595243.587024,0.149979,0.170895,177.140000,0,0.999992
25,7425.908048,4889.528888,6897,4227229.202000,108283924.481035,16040308.046996,4227229.202000,88016387.232024,0.148132,0.041639,18.500000,0,0.999992
26,7432.407391,4907.610989,6862,4207926.814000,108283924.481035,15957834.076996,4207926.814000,88118163.590024,0.147370,0.040314,18.000000,0,0.999992
27,7491.028864,4932.449702,6672,4264079.314000,108283924.481035,15429649.770996,4264079.314000,88590195.396024,0.142493,0.131573,141.500000,0,0.999858
28,7533.139782,4978.863305,6870,4257060.272000,108283924.481035,15954324.527996,4257060.272000,88072539.681024,0.147338,0.040314,18.000000,0,0.999992
29,7506.389035,4938.232276,7176,4279872.134000,108283924.481035,16748355.812995,4279872.134000,87255696.534024,0.154671,0.233479,118.600000,0,0.999848
30,7699.903206,5121.919158,6835,4295665.008000,108283924.481035,15842896.978996,4295665.008000,88145362.494024,0.146309,0.585043,669.340000,0,0.999948
31,7407.412423,4903.673227,6850,4172831.470000,108283924.481035,15943795.973996,4172831.470000,88167297.037024,0.147241,0.040314,18.000000,0,0.999992
32,7562.893414,5046.519885,7032,4193888.692000,108283924.481035,16412318.261995,4193888.692000,87677717.527024,0.151567,0.040314,18.000000,0,0.999992
33,7441.926670,4880.278911,7078,4269343.534000,108283924.481035,16495669.616995,4269343.534000,87518911.330024,0.152337,0.041639,18.500000,0,0.999992
34,7591.755920,4980.623793,6941,4351817.480000,108283924.481035,16093828.418996,4351817.480000,87838278.582024,0.148626,0.041639,18.500000,0,0.999992
35,7519.382443,4947.206113,7043,4286891.152000,108283924.481035,16394770.639995,4286891.152000,87602262.689024,0.151405,0.041639,18.500000,0,0.999992
36,7472.008447,4937.735018,6834,4223719.650000,108283924.481035,15876237.524996,4223719.650000,88183967.306024,0.146617,0.041639,18.500000,0,0.999992
37,7281.555032,4801.827664,6828,4132471.858000,108283924.481035,15906068.515996,4132471.858000,88245384.107024,0.146892,0.244253,181.000000,0,0.999679
38,7491.232864,4963.276563,6843,4213191.104000,108283924.481035,15905191.145996,4213191.104000,88165542.231024,0.146884,0.041639,18.500000,0,0.999992
39,7714.056350,5071.338454,6376,4404460.428000,108283924.481035,14580343.510997,4404460.428000,89299120.542024,0.134649,0.041639,18.500000,0,0.999992
40,7591.000017,5011.671583,7105,4297419.836000,108283924.481035,16552699.453995,4297419.836000,87433805.191024,0.152864,0.876533,1009.900000,0,0.999943
41,7514.646859,4975.919300,6947,4228983.978000,108283924.481035,16171038.040996,4228983.978000,87883902.462024,0.149339,1.337173,1053.500000,0,0.999834
42,7633.205383,5050.241950,6859,4302684.118000,108283924.481035,15902558.992996,4302684.118000,88078681.370024,0.146860,1.352962,1310.100000,0,0.999938
43,7442.033416,4881.783781,6939,4265834.096000,108283924.481035,16131555.816996,4265834.096000,87886534.568024,0.148975,0.749177,2360.960000,0,0.999913
44,7557.868466,5015.173453,6808,4237757.832000,108283924.481035,15800782.589996,4237757.832000,88245384.059024,0.145920,0.040314,18.000000,0,0.999992
45,7502.914228,4960.217923,6760,4237757.776000,108283924.481035,15674439.518996,4237757.776000,88371727.186024,0.144753,0.041639,18.500000,0,0.999992
46,7395.164964,4849.310094,7061,4243022.052000,108283924.481035,16464083.860995,4243022.052000,87576818.568024,0.152046,0.041639,18.500000,0,0.999992
47,7530.137913,4981.084444,6821,4248286.394000,108283924.481035,15829736.220996,4248286.394000,88205901.866024,0.146187,0.081633,52.100000,0,0.999979
48,7533.842314,5013.257359,6470,4200907.734000,108283924.481035,14929541.723996,4200907.734000,89153475.023025,0.137874,0.040314,18.000000,0,0.999992
49,7586.556049,4982.029037,7367,4337779.420000,108283924.481035,17222142.350995,4337779.420000,86724002.710024,0.159046,1.859361,2533.800000,0,0.999613
50,7334.671176,4803.556280,6885,4218455.428000,108283924.481035,16013109.176996,4218455.428000,88052359.876024,0.147881,0.041639,18.500000,0,0.999992
51,7418.909443,4906.746020,6888,4186869.640000,108283924.481035,16036798.514996,4186869.640000,88060256.326024,0.148100,0.041639,18.500000,0,0.999992
52,7490.508829,4925.702480,7097,4274607.850000,108283924.481035,16543048.268995,4274607.850000,87466268.362024,0.152775,0.041639,18.500000,0,0.999992
53,7456.424196,4948.473577,6957,4179850.508000,108283924.481035,16221926.274996,4179850.508000,87882147.698024,0.149809,0.040314,18.000000,0,0.999992
54,7529.997102,4936.272457,6486,4321986.550000,108283924.481035,14911116.690996,4321986.550000,89050821.240024,0.137704,0.532714,2034.500000,0,0.999971
55,7417.363712,4922.047343,6885,4158793.426000,108283924.481035,16042940.185996,4158793.426000,88082190.869024,0.148156,0.040314,18.000000,0,0.999992
56,7407.870849,4867.280242,6997,4234248.280000,108283924.481035,16300013.291995,4234248.280000,87749662.909024,0.150530,0.041639,18.500000,0,0.999992
57,7397.889317,4907.835963,6957,4150019.524000,108283924.481035,16236841.757996,4150019.524000,87897063.199024,0.149947,0.041639,18.500000,0,0.999992
58,7622.494558,5067.450122,7033,4255305.460000,108283924.481035,16384242.023995,4255305.460000,87644376.997024,0.151308,1.861160,2534.800000,0,0.999613
59,7793.785641,5224.011650,6888,4281626.902000,108283924.481035,15989419.883996,4281626.902000,88012877.695024,0.147662,0.797851,859.500000,0,0.998801
60,7593.307645,5004.285519,7123,4314967.478000,108283924.481035,16591304.284995,4314967.478000,87377652.718024,0.153220,0.041639,18.500000,0,0.999992
61,7551.073039,4971.854979,7111,4295665.022000,108283924.481035,16569369.754995,4295665.022000,87418889.704024,0.153018,1.819047,2515.800000,0,0.999613
62,7786.008025,5135.921427,7235,4416743.806000,108283924.481035,16835216.684995,4416743.806000,87031963.990024,0.155473,0.040314,18.000000,0,0.999992
63,7579.895628,4946.027497,6802,4388667.528000,108283924.481035,15709534.864996,4388667.528000,88185722.088024,0.145077,0.667613,2907.620000,0,0.999976
64,7507.101216,4974.934810,6837,4220210.154000,108283924.481035,15885888.703996,4220210.154000,88177825.623024,0.146706,0.040314,18.000000,0,0.999992
65,7588.627217,5035.403633,6874,4255305.450000,108283924.481035,15965730.521996,4255305.450000,88062888.509024,0.147443,0.040314,18.000000,0,0.999992
66,7469.061879,4962.164062,6796,4178095.838000,108283924.481035,15799027.810996,4178095.838000,88306800.832024,0.145904,0.040314,18.000000,0,0.999992
67,7437.949419,4919.470203,6830,4197398.170000,108283924.481035,15878869.674996,4197398.170000,88207656.636024,0.146641,0.040314,18.000000,0,0.999992
68,7457.530902,4897.988852,7114,4265834.018000,108283924.481035,16592181.717995,4265834.018000,87425908.745024,0.153228,0.041639,18.500000,0,0.999992
69,7380.065326,4845.161470,7079,4221964.932000,108283924.481035,16521991.074995,4221964.932000,87539968.474024,0.152580,1.724897,1294.750000,0,0.999374
70,7543.241719,4987.911114,6829,4258814.944000,108283924.481035,15845529.134996,4258814.944000,88179580.402024,0.146333,0.041639,18.500000,0,0.999992
71,7503.220746,4846.587272,6951,4427272.426000,108283924.481035,16082422.434996,4427272.426000,87774229.620024,0.148521,0.270019,525.880000,0,0.999969
72,7430.738082,4875.407423,6866,4258815.034000,108283924.481035,15942918.576996,4258815.034000,88082190.870024,0.147233,0.041639,18.500000,0,0.999992
73,7549.618117,4932.967010,6908,4355326.966000,108283924.481035,16005212.798996,4355326.966000,87923384.716024,0.147808,3.454927,1871.200000,0,0.999480
74,7474.045383,4924.516608,6821,4244776.874000,108283924.481035,15831490.986996,4244776.874000,88207656.620024,0.146204,2.662651,1023.500000,0,0.999829
75,7659.105096,5049.107799,6871,4344798.454000,108283924.481035,15913087.573996,4344798.454000,88026038.453024,0.146957,3.118225,5226.260000,0,0.998374
76,7501.660734,4958.422145,7029,4234248.218000,108283924.481035,16384242.050995,4234248.218000,87665434.212024,0.151308,2.689658,428.400000,0,0.995507
77,7466.540815,4905.275740,6997,4265833.994000,108283924.481035,16284220.443995,4265833.994000,87733870.043024,0.150384,1.764678,5124.200000,0,0.998901
78,7655.888578,5121.616446,7037,4223719.696000,108283924.481035,16410563.489995,4223719.696000,87649641.295024,0.151551,0.040314,18.000000,0,0.999992
79,7463.486884,4881.836125,7188,4302684.074000,108283924.481035,16768535.613995,4302684.074000,87212704.793024,0.154857,0.040314,18.000000,0,0.999992
80,7425.899805,4888.467795,6909,4228983.952000,108283924.481035,16071016.463996,4228983.952000,87983924.065024,0.148416,0.041639,18.500000,0,0.999992
81,7511.452372,4938.223130,7083,4288646.004000,108283924.481035,16499179.121995,4288646.004000,87496099.355024,0.152370,0.041639,18.500000,0,0.999992
82,7397.948266,4862.621996,7062,4225474.384000,108283924.481035,16475489.831995,4225474.384000,87582960.265024,0.152151,0.041639,18.500000,0,0.999992
83,7509.203959,4993.627744,6826,4186869.604000,108283924.481035,15873605.376996,4186869.604000,88223449.500024,0.146592,3.454453,1870.700000,0,0.999480
84,7378.361715,4864.091486,6713,4190379.138000,108283924.481035,15574417.894996,4190379.138000,88519127.448024,0.143829,0.042746,21.940000,0,0.999992
85,7531.695160,4999.528767,6728,4220210.132000,108283924.481035,15598984.624996,4220210.132000,88464729.724024,0.144056,0.040314,18.000000,0,0.999992
86,7561.844470,5023.359591,6900,4230738.734000,108283924.481035,16046449.742996,4230738.734000,88006736.004024,0.148189,0.041639,18.500000,0,0.999992
87,7505.377583,4961.628400,6749,4239512.574000,108283924.481035,15644608.498996,4239512.574000,88399803.408024,0.144478,0.041639,18.500000,0,0.999992
88,7563.275428,5029.001981,6894,4223719.680000,108283924.481035,16034166.387996,4223719.680000,88026038.413024,0.148075,0.041639,18.500000,0,0.999992
89,7609.788036,4981.232637,6407,4379893.790000,108283924.481035,14674223.398997,4379893.790000,89229807.292024,0.135516,0.619125,401.700000,0,0.999858
90,7512.430205,4963.418048,6945,4248286.406000,108283924.481035,16156122.534996,4248286.406000,87879515.540024,0.149201,0.040314,18.000000,0,0.999992
91,7418.922937,4895.178916,6838,4206172.054000,108283924.481035,15895539.928996,4206172.054000,88182212.498024,0.146795,0.040789,18.500000,0,0.999992
92,7514.391049,5000.121911,6799,4190379.166000,108283924.481035,15800782.595996,4190379.166000,88292762.719024,0.145920,0.041639,18.500000,0,0.999992
93,7634.324808,5057.286306,7079,4293910.280000,108283924.481035,16486018.385995,4293910.280000,87503995.815024,0.152248,0.692334,556.100000,0,0.999664
94,7411.829963,4941.780941,6931,4116678.972000,108283924.481035,16185076.202996,4116678.972000,87982169.306024,0.149469,0.041639,18.500000,0,0.999992
95,7380.562225,4899.109012,6760,4134226.642000,108283924.481035,15726205.084996,4134226.642000,88423492.754024,0.145231,0.917228,1230.800000,0,0.999813
96,7443.500939,4898.700231,6880,4241267.324000,108283924.481035,15988542.503996,4241267.324000,88054114.653024,0.147654,0.040314,18.000000,0,0.999992
97,7593.025953,5054.575230,6787,4228983.952000,108283924.481035,15749894.432996,4228983.952000,88305046.096024,0.145450,1.060352,1905.360000,0,0.999550
98,7473.840309,4942.038870,7003,4218455.400000,108283924.481035,16323702.637995,4218455.400000,87741766.443024,0.150749,0.728199,861.140000,0,0.999982
99,7613.560106,5069.183605,6927,4239512.548000,108283924.481035,16113130.818996,4239512.548000,87931281.114024,0.148804,0.668972,640.200000,0,0.999860
100,7466.393843,4961.600449,6975,4174586.258000,108283924.481035,16271937.049995,4174586.258000,87837401.173024,0.150271,0.041639,18.500000,0,0.999992
